859	Germany	Siemens Digital Industries Software	Simcenter Femap	https://www.plm.automation.siemens.com/en/products/femap/	Engineering simulation application for creating, editing, and importing/re-using mesh-centric finite element analysis models of complex products or systems
860	Germany	Siemens Digital Industries Software	Simcenter Nastran	https://www.plm.automation.siemens.com/en/products/simcenter/nastran/	Finite element method (FEM) solver for computational performance, accuracy, reliability and scalability
861	Norway	Siemens Digital Industries Software	Simcenter Prescan	https://www.plm.automation.siemens.com/global/en/products/simcenter/prescan.html	virtually validate ADAS and automated vehicle functionalities by replicating real world scenarios, adding sensor models, and interface for control systems to design and verify algorithms for data processing, sensor fusion, decision making and control
862	Germany	Siemens Digital Industries Software	Simcenter STAR-CCM+	https://www.plm.automation.siemens.com/global/en/products/simcenter/STAR-CCM.html	Multiphysics computational fluid dynamics (CFD) software for the simulation of products operating under real-world conditions in a single integrated environment.
863	Germany	Siemens Digital Industries Software	Simcenter STAR-CCM+ VR	https://www.plm.automation.siemens.com/global/en/products/simcenter/STAR-CCM.html	Immersive VR for CFD results visualization
864	United States	Synopsys	Simpleware	https://www.simpleware.com/	3D image data visualization, analysis and model generation software
865	Germany	Dassault Systemes SIMULIA Corp.	SIMULIA 3DEXPERIENCE	https://www.3ds.com/products-services/simulia/products/3dexperience/	Realistic simulation solution (Uses Abaqus Standard for GPU computing)
866	Germany	Dassault Systemes SIMULIA Corp.	SIMULIA Abaqus/Standard	https://www.3ds.com/products-services/simulia/products/abaqus/abaqusstandard/	Simulation and analysis tool for structural mechanics
867	United States	Trimble SketchUp	SketchUp Pro/Studio	https://www.sketchup.com/	SketchUp, formerly Google SketchUp, now part of Trimble in Sunnyvale, CA.   SketchUp is a 3D modeling computer program for a wide range of drawing applications such as architectural, interior design, landscape architecture, civil and mechanical engineering, film and video game design.
868	Philippines	Emerson	SKUA	http://www.pdgm.com/products/skua-gocad/	Reservoir modeling
869	United Kingdom	SKY ENGINE AI	Sky Engine	https://skyengine.ai/se/ai-solutions	SKY ENGINE AI Platform allow developers to generate synthetic data and train AI models leveraging self-learning artificial intelligence, rendering and imaging technologies.
870	Portugal	MOG Technologies	Skywatch	https://www.mog-technologies.com/skywatch-production-management/	Video and broadcast production management system for collecting audio/video usage and metadata.
871	United States	SchedMD	SLURM	slurm.schedmd.com	Slurm is an open source, fault-tolerant, and highly scalable cluster management and job scheduling system for large and small Linux clusters.
872	Germany	Nablet	Smart Render Editor	http://www.nablet.com/products/media-processing/smartrender-sr-editor/	H.264 and HEVC video encoding using NV Video Codec
873	Germany	Nablet	Smart Render SDK	http://www.nablet.com/products/media-processing/smartrender-sr-sdk/	Video de-noising, de-interlacing, JPEG 2000 encoding and video fingerprinting
874	United States	Human engine	Smart Skin	https://www.human-engine.com/	AI-enhanced processing of 3D and 4D data. Used to create high quality 3D characters for interactive media (games, mobile apps, VFX, VR/AR and mixed reality experiences, etc)  - automatic retopology of 3D and 4D data using machine learning  - photogrammetry : noise-reduction and hole-patching using machine learning   - realistic lip-sync using 4D-trained neural network
875	United States	Artisight, Inc.	Smart Telemonitoring	https://www.artisight.com/solutions/smart-telemonitoring/	Artisight’s Telemonitoring solution uses a constellation of thousands of intelligent pan, tilt, and zoom cameras with two way audio to allow for the simultaneous monitoring of multiple patients from a single workstation. Provides constant visual and verbal contact with patients, while reducing personal protective equipment consumption, as well as front line workers exposure to the virus.
876	Hungary	Imagr	SmartCart	https://www.imagr.co/?doJump=smartCart	SmartCart comprised of four tiny cameras and AI vision recognition system
877	Israel	PlaySight	SmartCourtPro	https://playsight.com/#smartcourt_products	Sophisticated video and analytics training technology with the latest in AI, integrations and player development tools.
878	Canada	Autodesk	Smoke	https://www.autodesk.com/products/smoke/overview	Finishing and editing
879	United States	Snap Inc	Snap AR Lens Studio	https://lensstudio.snapchat.com/	Lens Studio is a powerful application designed for artists and developers to build augmented reality experiences for hundreds of millions of Snapchatters. Enables Snapchatters to use voice activated controls for various tasks in natural language
880	New Zealand	Snap Information Technologies Ltd	SNAPIT	https://www.snapit.group/	SnapIT provides fisheries compliance monitoring, business intelligence and vessel tracking and reporting solutions.
881	United States	OpCoast	SNEAK	http://www.opcoast.com/technology.html?sect=1&art=1	Electromagnetic signals propagation modeling for complex urban and terrain environments.
882	United States	BAE Systems	SocetGXP	http://www.geospatialexploitationproducts.com/content/socet-gxp/	Visual Profiler utilizes a cognitive vision and profiling methodology (using machine learning algorithms and state of the art deep learning schemes) to provide unlimited object definition and profiling flexibility.  The Automatic Spatial Modeler (ASM) is designed to generate 3-D point clouds with accuracy similar to LiDAR. Extracts 3-D objects and 3_D dense point clouds from stereo images. Also extracts accurate building edges and corners from stereo images with high resolution, large overlaps, and high dynamic range.
883	Canada	SideFX	Solaris	https://www.sidefx.com/products/houdini/solaris/	Solaris is a suite of look development, layout and lighting tools within Houdini that empower artists to create USD-based scene graphs that go from asset creation to final render. Solaris integrates with USD's HYDRA Imaging Framework for access to a wide range of renderers, including SideFX Karma XPU
884	United States	Siemens Digital Industries Software	Solid Edge	https://www.plm.automation.siemens.com/en/products/solid-edge/	SMB CAD option from Siemens
885	France	Dassault Systemes SolidWorks Corp.	SOLIDWORKS	http://www.solidworks.com/	3D design and product development solution including design, simulation, cost estimation, manufacturability checks, CAM, sustainable design, and data management.
886	France	Dassault Systemes SolidWorks Corp.	SOLIDWORKS Visualize	http://www.solidworks.com/sw/products/visualization/solidworks-visualization-overview.htm	Easy to use photorealistic rendering software based on NVIDIA Iray
887	United States	SOP-GPU	SOP-GPU	http://sop-gpu.readthedocs.io/en/latest/	SOP-GPU package for the Self Organized Polymer Model fully implemented on a GPU. A scientific software package designed to perform Langevin Dynamics Simulations of the mechanical or thermal unfolding, and mechanical indentation of large biomolecular systems in the experimental subsecond (millisecond-to-second) timescale.
888	New Zealand	Soul Machines	Soul Machines Digital People	https://www.soulmachines.com/	Platform and solutions for building digital avatar for multiple industries.
889	United States	SPACEKNOW	SpaceKnow PaaS	https://spaceknow.com/	PaaS for deep learning extraction of satellite data information targeted at Financial Services and Defense / Intelligence. Tracks macro/micro-economic activity by applying deep learning to satellite images.
890	Singapore	AI2 Labs	Speakr.AI	www.speakr-ai.com	Speakr is a speech recognition AI that is optimized for Asian speech and adaptable to the vocabulary of unique business domains
891	United States	CIG	SPECFEM3D	https://github.com/geodynamics/specfem3d	There are two modules/apss in the SPECFEM family: GLOBE and CARTESIAN.   The global model is the former Gordon Bell Awardee code. Used for global inversion. Also part of the CAAR effort (although, that one is mostly focused on workflow, rather than the actual model). The regional model is CARTESIAN and it is the app used for seismic simulations, earthquake models, submarine acoustics etc. In addition to being used as a community app, Specfem3D is also use as a proxy app for proprietary codes
892	United States	BabbleLabs	Speech Quality transformed using Neural Network Computing	https://babblelabs.com/products/clear-cloud/technology/	BabbleLabs has just launched broad production availability of our commercial speech API, web service, and phone mobile apps for iPhone and Android. These services clean up video and audio recordings to make the speech much easier to understand. The apps work on existing videos as well as new audio and video recorded inside the app.
893	United States	Vratis	Speed IT FLOW	http://www.vratis.com/what-is-speedit-flow/	Incompressible single-phase CFD software
894	United States	Adobe	SpeedGrade	https://www.adobe.com/products/speedgrade.html	Color grading for editors, filmmakers, colorists and visual effects artists.  As of March 2019, SpeedGrade is being phased out in favor of Lumetri Color tools in Premiere Pro
895	United States	Pera Labs	SPERMAN	https://peralabs.co	SPERMAN is the world's first and the only AI powered sperm analysis and selection system using Microfluidics integrated polarized optics and deep learning models to predict the fertility of men.
896	Greece	BETA CAE Systems	SPH Solver	https://www.beta-cae.com/sph_solver.htm	In-compressible fluid flow modeling of large displacements and free surface flows using mesh-free Lagrangian method
897	China	Peking University	SPONGE	https://spongemm.cn/	SPONGE (Simulation Package tOward Next GEneration molecular modeling) is a software package for molecular dynamics (MD) simulation of solution and surface molecular systems. SPONGE is designed to extend the timescale being approached in MD simulations by utilizing the latest CUDA- enabled graphical processing units (GPU) and adopting highly efficient enhanced sampling algorithms, such as integrated tempering, selective integrated tempering and enhanced sampling of reactive trajectories. It is highly modular and new algorithms and functions can be incorporated con veniently.
898	United States	Spotscale	Spotscale	https://spotscale.com/	3D reconstruction algorithms are tailored for buildings and urban environments.  using drones to captured data.
899	Israel	SQream Technologies	Sqream DB	https://sqream.com/product/	GPU accelerated SQL database engine for big data analytics. Sqream speeds SQL analytics by 100X by translating SQL queries into highly parallel algorithms run on the GPU.
900	United States	Cold Spring Harbor Laboratory	Star	https://github.com/alexdobin/STAR	Spliced Transcripts Alignment to a Reference (Star) is an RNA-seq aligner
901	United States	StreamLabs	StreamLabs OBS	https://streamlabs.com/	Branch of the OBS Studio project that adds a custom UI, integrates plugins, and a plugin store
902	United States	StriVR	STRIVR	https://www.strivr.com/product/	STRIVR offers an end-to-end Immersive Learning platform that  revolutionizes the way people and businesses train, learn, and perform.
903	France	PiXYZ	Studio	https://www.pixyz-software.com/studio/	Interactively prepare & optimize any CAD data before using your favorite staging tool.
904	United States	Adobe	Substance 3D Designer (SBSAR)	https://www.allegorithmic.com/products/substance-designer	Material shader edition and market reference for procedural texture creation.
905	United States	Adobe	Substance 3D Painter	https://www.allegorithmic.com/products/substance-painter	Intuitive interactive 3D painting software with physics and particle support.
906	United States	Adobe	Substance 3D Sampler	https://www.allegorithmic.com/products/project-alchemist	Allows simple material creation from a picture or by blending pre-existing materials as well as the ability to create and manage your material libraries
907	United States	Adobe	Substance 3D Stager	https://www.adobe.com/products/substance3d-stager.html	3D Staging application for placement and rendering of 3D content
908	United States	Subtle Medical	SubtleMR	https://subtlemedical.com/subtlemr/	SubtleMR is a AI-powered software solutions that enable faster, safer, and smarter medical imaging.
909	United States	Subtle Medical	SubtlePET	https://subtlemedical.com/	SubtlePET is a AI-powered software solutions that enable faster, safer, and smarter medical imaging.
910	United States	Siemens Digital Industries Software	Sunata	https://atlas3d.xyz/	Cloud-based thermal modeling for additive manufacturing. Recommends optimal parameters for the print, including print orientation and support structures.
911	Korea, Republic of	AIRS Medical Inc.	SwiftMR	https://en.airsmed.com/swiftmr	SwiftMR is a deep-learning-based standalone software solution that enhances MR image quality for major 2D and 3D sequences covering brain, spine, knee, ankle, shoulder, and hip.
912	United States	Bentley Systems	SYNCHRO PRO	https://www.bentley.com/en/products/brands/synchro	SYNCHRO is a complete portfolio of integrated software and services for digital construction management.  It enables applications for virtual construction planning, simulation, and project controls. Real-time progress updates to the 4D model enable a digital representation of the state of the project to be generated.
913	United States	Briefcam	Syndex Pro	http://briefcam.com/security/product/	Improved security and operations by turning video data into useful information. Based on Video Synopsis technology, Syndex Pro allows users to review hours of video in minutes, while applying search filters for achieving accurate results and faster time-to-target. Data can be processed on-demand or in real time to support a wide range of use cases.
914	China	Synerscope	SynerScope	http://www.synerscope.com/	Big data visualization and data discovery, for combining Analytics on Analytics with IoT compute-at-the-edge smart sensors.
915	China	Synerscope	Synerscope Data Visualization	http://www.synerscope.com/solutions	Visual big data exploration and insight tools
916	United States	Synomics Ltd	Synomics Studio	https://www.synomics.ai/	Multi-Omics Biomarker Network Discovery and ValidationSynomics Studio is a new, highly scalable analysis platform that enables researchers and clinicians to discover novelassociations between multiple genotypic, phenotypic and clinical attributes of their patients and their disease risk /therapy responses.
917	United States	Synopsys	Synopsys LucidShape	https://www.synopsys.com/optical-solutions/lucidshape/lucidshape.html	LucidShape is a computer aided lighting (CAL) design software for automotive lighting design tasks. Supports algorithms optimized for automotive applications, LucidShape facilitates the design of automotive forward, rear and signal lighting, and reflectors.
918	United States	Synopsys	Synopsys PrimeSim	https://www.synopsys.com/implementation-and-signoff/ams-simulation/primesim-spice.html	Synopsys PrimeSim simulator is a high-performance circuit simulator with built-in full SPICE and FastSPICE simulation engines. And market leader in circuit simulation for IC designs.  https://www.synopsys.com/implementation-and-signoff/ams-simulation/primesim-spice.html
919	United States	Simerse	Synthetic data generation platform	https://www.simerse.com/	Simerse creates Synthetic Training Data for AI & Computer Vision. We use a combination of proprietary and off-the-shelf technologies to create photorealistic data capable of training AI/ML models.
920	United States	Rendered.ai	Synthetic data platform as a service	https://www.rendered.ai/	The Platform as a Service for Creating Synthetic Data​
921	United States	Lexset.ai	Synthetic data platform to create custom domains	https://www.lexset.ai/	Lexset's data generation platform called Seahaven, offers high-quality training data and eliminates delays associated with human-in-the-loop data sourcing and labeling. This rapid method of on-demand data delivery helps solve problems traditionally associated with collecting training data.
922	Israel	DataGen	Synthetic data to fuel ML algorithms	https://www.datagen.tech/technology/	Synthetic data generator for use cases such as smart stores, automotive.  Creates synthetic data eases the need for real world labeled data.
923	Russian Federation	Top Systems	T-FLEX CAD	http://www.tflex.com/products/tflex-cad/	3D and 2D parametric design, simulation, photorealistic rendering
924	United States	Cinnafilm	Tachyon	http://cinnafilm.com/tachyon/	Standards conversion
925	Singapore	TAIGER Singapore Pte Ltd	TAIGER	https://www.taiger.com	Omnitive IDP automates the cognitive tasks of the high cost and time intensive processes in a fast, accurate and easy to use experience    Unlock data from unstructured, semi-structured and structured data sets at higher volumes than possible through humans today, reducing costs and freeing up valuable labor to do higher value tasks.
926	United Kingdom	OXFORD NANOPORE TECHNOLOGIES	Taiyaki	https://github.com/nanoporetech/taiyaki	Taiyaki is used to train the models used to basecall DNA and RNA found in Oxford Nanopore's Guppy basecaller and for modified base detection with megalodon. This includes the flip-flop models, which are trained using a technique inspired by Connectionist Temporal Classification (Graves et al 2006).
927	United States	Oak Ridge National Lab	TAL-SH	https://github.com/DmitryLyakh/TAL_SH	Tensor Algebra Library Routines for Shared Memory Systems accelerates three (3) CAAR codes; NWChem, LSDALTON and DIRAC.
928	United States	Talkmap	Talkmap	https://talkmap.com	NLU model training/re-training/fine-tuning for contact center operation automation trained from raw transcripts to identify the intentions automatically, complemented by human annotation. Models are used for post-call analysis, chatbot design etc.
929	Malaysia	Tapway	Tapway	https://gotapway.com	Tapway leverages the power of AI Vision and Big Data technologies to transform the physical world through automation, covering vertical including manufacturing, Shopping Malls, Retail and Smart Cities.
930	Israel	Taranis	Taranis	http://www.taranis.ag/english/features/	Taranis provides a platform for discovering various crop health issues, helping farmers take care of both land and crops and making sure they get the best of their yield.
931	United States	University of Oregon	TAU - Tuning and Analysis Utilities	https://www.cs.uoregon.edu/research/tau/about.php	TAU Performance System is a portable profiling and tracing toolkit for performance analysis of parallel programs written in Fortran, C, C++, UPC, Java, Python.    TAU (Tuning and Analysis Utilities) is capable of gathering performance information through instrumentation of functions, methods, basic blocks, and statements as well as event-based sampling. All C++ language features are supported including templates and namespaces. The API also provides selection of profiling groups for organizing and controlling instrumentation. The instrumentation can be inserted in the source code using an automatic instrumentor tool based on the Program Database Toolkit (PDT), dynamically using DyninstAPI, at runtime in the Java Virtual Machine, or manually using the instrumentation API.    TAU's profile visualization tool, paraprof, provides graphical displays of all the performance analysis results, in aggregate and single node/context/thread forms. The user can quickly identify sources of performance bottlenecks in the application using the graphical interface. In addition, TAU can generate event traces that can be displayed with the Vampir, Paraver or JumpShot trace visualization tools.
932	China	Tianchuang Hengda Digital Video Technology Development	TCHD-Live U	https://www.tchdvideo.com/product/tcliveu	E-commerce and entertainment live broadcast software with background blur, preset background keying, and NVIDIA's AI driven video noise reduction.
933	United States	Siemens Digital Industries Software	Teamcenter Active Workspace Visualization	https://www.plm.automation.siemens.com/global/en/products/collaboration/active-workspace.html	Active Workspace is an IT-friendly client for Teamcenter product lifecycle management, with zero-install footprint and web browser access that provides an identical and seamless experience on any computing or smart device.
934	United States	Siemens Digital Industries Software	Teamcenter Visualization	https://www.plm.automation.siemens.com/global/en/products/collaboration/digital-mockup.html	Teamcenter Visualization or "TcVis" offers digital mockup and visualization capabilities for accessing and collaborating with 2D and 3D design data throughout the product lifecycle.
935	United States	Tecplot	Tecplot	https://www.tecplot.com/products/	General purpose scientific visualization software for Aerodynamics, O&G, Internal Combustion and Geoscience applications
936	United States	Trimble Tekla	Tekla Structures	https://www.tekla.com/us/products	Engineers can seamlessly combine design and analysis with just one robust, user-friendly single-model-based process. Build beyond limits, work with any material and deliver safe, effective, and rationalized design faster than ever before.
937	United States	Artisight, Inc.	Telesitting	https://wbcoordinator.com/solutions/	With Artisight’s Intelligent Telesitting solution, your hospital can provide safe, accurate remote patient monitoring around the clock. Intelligent Telesitting allows a single staff member to remotely monitor multiple patients simultaneously, providing better oversight of each patient. Not only does this dramatically decrease staffing costs, it also provides more comprehensive information in real time to help avoid costly falls.
938	United States	Google	Tensorflow	https://www.tensorflow.org/	Google's TensorFlow is an open source software library for numerical computation using data flow graphs. Nodes in the graph represent mathematical operations, while the graph edges represent the multidimensional data arrays (tensors) communicated between them.
939	Singapore	SmartCow	Tera, Tera+, Tera Vortex	https://www.smartcow.ai/	Embedded and Backend video analytics for real-time insights from your security and service-related monitoring systems.
940	United States	PetaChem LLC	TeraChem	www.petachem.com	Quantum chemistry software designed to run on NVIDIA GPU.
941	United States	Skyline Software	Terrabuilder PhotoMesh	http://skylinesoft.com/skylineglobe/corporate/products/terrabuilder.aspx	PhotoMesh integrates a GPU-based, fast algorithm, able to automatically build 3D models from simple photographs. PhotoMesh revolutionizes the use of geospatial data by fully automating the generation of high-resolution, textured, 3D mesh models from standard 2D images.
942	Israel	Tetavi	Tetavi	https://www.tetavi.com/	Holograms for the metaverse, capabilities for next gen entertainment
943	United States	Deep North Inc.	The Deep North Video Analytics platform	https://deepnorth.com/product.html	The Deep North platform includes Occupancy Management, Gesture Analysis, Zone Management, Vehicle Analysis, Dashboard and reporting
944	United States	LISA Lab	Theano	http://deeplearning.net/software/theano/index.html	Theano is a symbolic expression compiler that powers large-scale computationally intensive scientific investigations.
945	Israel	Theator Inc.	Theator (Surgical Intelligence Platform)	https://theator.io/surgical-intelligence-platform/	AI based surgical intelligence, with intelligence both real time and post procedure.
946	Israel	Theator Inc.	Theator Surgical Intelligence Platform	https://theator.io/	Using AI and computer vision, the platform extracts and annotates every key moment from real-world procedures. Surgeons gain deep scientific insight into their own performances and those of surgeons worldwide.
947	United Kingdom	Third Eye Labs	theft & safety	https://www.thirdeyelabs.com/theft-safety	Theft, safety and loss detection
948	Israel	Opgal	Therm-App® MD Pro	https://www.opgal.com/products/therm-app-md-pro	Thermal imaging device for body temperature measurement
949	United States	Artisight, Inc.	Thermal Screening	https://www.artisight.com/solutions/thermal-imaging-and-screening/	Thermal imaging eliminates the obstacles associated with manual screening and maintains the safety of your screening staff. Our thermal imaging camera can screen thousands of people every hour, and its flexible viewing options mean you’ll spend less on staffing. It’s easy to configure, requires minimal training for operation and is accurate to within +/-0.3 degrees Celsius.
950	China	Malong Technologies 码隆	ThermalNet	https://www.malongtech.com/en/ThermalNet.html	AI-based dual camera thermal + computer vision screening system that can be utilized by enterprises to help people stay safe during epidemics. Powered by multiple world-class AI models, the system can accurately detect and alert on potentially dangerous temperature levels combined with PPE, occupancy, and social distancing compliance.
951	United States	Third Wave Automation	Third Wave Automation	https://www.thirdwave.ai/	Automation cloud robotics and machine learning technology to material handling forklift automation in a warehouse
952	Austria	BECKER 3D GmbH	ThreeParticle/CAE	https://www.becker3d.com/software	Multiphysics Discrete Element Method (DEM) simulation platform for bulk materials with complex shapes and built-in multi-body dynamics (MBD), Finite Element Analysis (FEA) & Smoothed Particle Hydrodynamics (SPH)
953	China	Tsinghua University	Thunder	https://github.com/thuem/THUNDER	THUNDER is a particle-filter algorithm based cryoEM image processing software for using THUNDER to analysis cryoEM images in purpose of achieving a 3D model.
954	Australia	Tiliter	Tiliter	https://www.tiliter.com/	using computer vision for product identification (identify fresh groceries) in supermarkets, can be integrated with weighing scale and POS machine
955	Israel	timbr.ai	timbr SQL Knowledge Graph	https://timbr.ai/graph-algorithms/	Gain unique insights from your data effortlessly with timbr’s Graph Algorithms module, the first to enable running graph algorithms straight from all the popular BI tools  and over data on-site. The choice of available algorithms save valuable time from analysts and data scientists to deliver recommendations, identify similarities, group communities and make predictions.
956	Korea, Republic of	MEDICALIP	TiSepX	http://tisepx.com/	TiSepX features multiple tissue separation from single X-ray image with AI. It provides 3D volumetric information from x-ray images.
957	United States	NewBlueFX	Titler Pro	https://www.newbluefx.com/products/titling/	Create elegant video titles or 3D motion graphics.
958	Russian Federation	Rock Flow Dynamics (RFD)	tNavigator	https://rfdyn.com/tnavigator/	tNavigator Solver is a software package, offered as a single executable, which allows to build static and dynamic reservoir models, run dynamic simulations, calculate PVT properties of fluids, build surface network model, calculate lifting tables, and perform extended uncertainty analysis as a part of one integrated workflow.
959	United States	RT Software	tOG	https://rtsw.co.uk/solutions/	On-air graphics
960	United States	Kitware	Tomviz	http://tomviz.org/	Tomviz enables 3D characterization of materials at the nano- and meso-scale, tailored for visualizing electron tomography data. It utilizes the large quantities of memory and processing resources required to render, manipulate, and analyze voluminous 3D tomograms.
961	United States	Marmoset	Toolbag	https://www.marmoset.co	The industry leading real-time rendering, animation, and texture baking suite - essential tools for 3D art production.
962	United States	Tristan Bepler	Topaz	https://github.com/tbepler/topaz	A pipeline for particle detection in cryo-electron microscopy images using convolutional neural networks trained from positive and unlabeled examples.
963	United States	Topaz Labs	Topaz Studio	https://topazlabs.com/studio/	Topaz Studio is an intuitive image effect toolbox with Topaz Labs' powerful acclaimed photo enhancement technology. It works a plugin within Lightroom, Photoshop, Affinity Photo, and others, as well as a standalone editor and host application for your other Topaz plugins.
964	United States	Open Source	Torch7	http://torch.ch/docs/getting-started.html#_	Torch7 is an interactive development environment for machine learning and computer vision.
965	Switzerland	Marquise Technologies	Tornado	http://www.marquise-tech.com/tornado.html	Transcoding engine for IMF and DCP facilities
966	United States	Adaptive Computing	Torque / Moab	http://www.adaptivecomputing.com/products/open-source/torque/	Moab HPC Suite is a workload and resource orchestration platform that automates the scheduling, managing, monitoring, and reporting of HPC workloads on massive scale.    TORQUE provides control over batch jobs and distributed computing resources. It is an advanced open-source product based on the original PBS project and incorporates the best of both community and professional development.
967	United States	NewBlueFX	TotalFX	https://www.newbluefx.com/products/totalfx/	Comprehensive collection of Titling, Compositing, Polishing and Styling tools.
968	United States	Perforce	Totalview	https://www.roguewave.com/products-services/totalview	TotalView is the leading dynamic analysis and debugging tool designed to handle complex CPU and GPU based multi-threaded, multi-process and multi-node cluster applications.TotalView supports the latest CUDA SDK's, NVIDIA GPU hardware, Linux x86-64, Arm64, and OpenPower platforms and applications utilizing MPI and OpenMP technologies.
969	United States	Touchcast Inc.	Touchcast Virtual Conference	https://touchcast.com/	Touchcast is an end-to-end platform for running beautiful events. Stunning virtual venues amplify your brand, while real-time chat, 1:1 meetings and live Q&As bring your audience together before, during and after the show.
970	United States	Sama	Training data platform to create accurate machine learning models	https://www.sama.com/how-it-works	AI-assisted data labeling platform with notable customers that include Getty Images, Walmart, Ford, Google, NASA.
971	Hungary	Colorfront	Transkoder	http://www.colorfront.com/?page=SOFTWARE&spage=Transkoder	Encoding and transcoding for DCP, and IMF mastering
972	United States	Red Giant	Trapcode	https://www.redgiant.com/products/trapcode-suite/	Particle simulations and 3D effects for motion graphics and VFX. Now with Fluid Dynamics.
973	United States	360imaging	Treatment Planning	https://360imaging.com/treatment-planning-services/	AI & Robotics Guided Surgery Platform
974	United States	TrigoVision	TrigoVison	https://www.trigovision.com/	Retail automation platform that provides seamless checkout, shoplifting prevention, and real-time inventory updates.
975	United States	D2S	TrueMask MDP	http://www.design2silicon.com/products_TrueMask_MDP	GPU-accelerated simulation and data preparation for mask writing.
976	United States	D2S	TrueModel	http://www.design2silicon.com/products_TrueModel	GPU-accelerated simulation and geometric checking of curvilinear shapes.
977	United States	Turbosquid Inc.	Turbosquid	https://www.turbosquid.com/	Marketplace for stock 3D models.
978	United States	Turbostream Ltd.	Turbostream	https://www.turbostream-cfd.com/	CFD software for turbomachinery flows
979	Germany	Jawset	TurbulenceFD	https://www.jawset.com/	Turbulence FD is a powerful simulation tool to create smoke, fire and explosion effects.
980	United States	Twitch.tv	Twitch Studio	https://www.twitch.tv/broadcast/studio	Broadcasting app focused on beginners
981	United States	RE:Vision Effects	Twixtor	http://revisionfx.com/products/twixtor/	Optical flow tracking of pixel motion to synthesize new frames by warping & interpolating frames of the original sequence. Reduces artifacts & retime frames.
982	Israel	Johnson Controls-Tyco AI	TycoAI	https://tyco-tsp.com/ai/	Tyco AI is an ever-evolving, deep learning solution that takes analytic capabilities such as object classification, behavior, and touchless access control to the next level, using powerful algorithms that customize solutions for specific end-user installations. Tyco AI provides a new, more autonomous approach to alerts, searches, privacy and access, leveraging a facility's surveillance infrastructure and reducing the need for operator intervention. Analytic solutions leverage deep learning to become exponentially faster and more accurate, enabling video surveillance with essential and customizable operational intelligence data for nearly any customer application
983	Germany	Cinegy	Type	https://home.cinegy.com/index.php/products/playout-and-automation/cinegy-type	On-air Graphics
984	Austria	U-RENDER visual technology GmbH	U-Render	https://u-render.com/	Real-time Rendering for Animation, VFX and Product Visualization.
985	United States	Unipro	UGene	http://ugene.net/key_features.html	Open source Smith-Waterman for SSE/CUDA, Suffix array based repeats finder and dotplot.
986	Australia	Nyriad	ULTRAIO™ STORAGE SYSTEM	https://www.nyriad.io/ultraio/	The Nyriad® UltraIO™ storage system uses the processing power of GPUs and advanced algorithms to deliver unprecedented performance, resiliency, and efficiency with low total cost of ownership. The UltraIO system supports block, file, and object data types in a single system, giving organizations the flexibility to consolidate storage and extend the system quickly and easily as needs dictate. In addition, the UltraIO system runs on industry-standard hardware, ensuring the system’s capabilities will improve as technologies become available. Combined with simplified management, these attributes let organizations deploy, manage, and nondisruptively scale the UltraIO system.
987	United States	Pluribus Networks, Inc.	Unified Cloud Fabric	https://pluribusnetworks.com/products/unified-cloud-fabric/	The Pluribus Unified Cloud Fabric – the next generation of the Adaptive Cloud Fabric – brings the benefits of hyperscale agility, simplicity and availability to data centers, unified cloud networks and many other networking applications.    The Unified Cloud Fabric unites networks across multiple dimensions: switches and servers, overlay and underlay networks, private and public clouds. It incorporates comprehensive automation, distributed security, and pervasive visibility, runs on diverse open network hardware platforms, and works with any workload or virtualization environment.    Unified Cloud Fabric technology is also powerful and flexible enough to go beyond the cloud and solve diverse networking problems, from layer 1 test lab automation and network packet broker to service provider metro networking.
988	Canada	Unify.ID	Unify.ID	https://unify.id	Behavioral user authentication service
989	United States	Uniphore Software Systems, Inc.	Uniphore call center automation solution	https://www.uniphore.com/x-platform/	Leading conversational AI and automation platform. Drive real-time contextualized engagement with customers to increase CSAT and NPS.
990	United States	Red Giant	Universe	https://www.redgiant.com/products/universe/	Video transition and effects plugins for editors and motion graphics artists
991	Australia	Unleash live pty ltd	Unleashlive	www.unleashlive.com	Unleash live is an A.I. video analytics enterprise solution provider. We take vision from any camera and combine it with computer vision to deliver actionable data in real-time so that your organization has immediate insights to drive down costs, improve productivity, increase accuracy, and improve safety.
992	United States	Epic Games	Unreal Engine	https://www.unrealengine.com/en-US/blog	Unreal Engine 4 is a suite of integrated tools for developers to design and build games, simulations, and visualizations.
993	Germany	Hasty	Using AI to annotate datasets for more accuracy	https://hasty.ai/annotation/	Annotation platform for users to quickly annotate images for model training.
994	Bulgaria	Chaos	V-Ray Benchmark	https://www.chaosgroup.com/vray/benchmark	V-Ray®  Benchmark is a free standalone application to test how fast your system renders. It’s simple, fast and includes three render engine tests.
995	Bulgaria	Chaos Group	V-Ray GPU	https://www.chaos.com/3d-rendering-software	GPU renderer with CPU Hybrid rendering
996	United States	TU Dresden	Vampir	https://vampir.eu/	Easy-to-use framework that enables developers to quickly display and analyze arbitrary program behavior at any level of detail. The tool suite implements optimized event analysis algorithms and customizable displays that enable fast and interactive rendering of very complex performance monitoring data.
997	Bulgaria	Chaos Group	Vantage	https://www.chaosgroup.com/vantage	Vantage is an interactive viewer that takes V-Ray scene files and uses DXR-accelerated ray tracing to display interactive scenes.  It will be sold as a separate product, not bundled with V-Ray.
